id,title,Rating,maincateg,platform,actprice1,norating1,noreviews1,star_5f,star_4f,star_3f,star_2f,star_1f,fulfilled1
4588,Shree Rajasthani Jaipuri Partywear Ethnic Womens Girls Ladies Belly Slipper Jutis For Women  (Multicolor),4.1,Women,Flipkart,499,356,43,190,82,30,25,29,1
20019,Bellies For Women  (Black),4,Women,Flipkart,999,2,2,0,2,0,0,0,0
6696,Rajasthani handmade floral designs ethnic wedding footwear traditional shoes mojari jaipuri juti punjabi jutti casual jutti indian jutti mojari women shoes Jutis For Women  (Pink),3.7,Women,Flipkart,999,105,15,52,19,9,4,21,0
829,Women Tan Flats Sandal,4.1,Women,Flipkart,459,321,54,183,62,48,6,33,0
754,Women Black Bellies Sandal,4.1,Women,Flipkart,640,80,11,98,22,6,5,7,0
11733,"Riya-04 Navy Pink Sports Shoes,Gym Shoes,Casual Shoes,Walking Shoes, Running Shoes For Women  (Navy, Pink)",4.1,Women,Flipkart,489,8942,1335,4620,2373,1064,340,545,1
19927,Women Blue Flats Sandal,4.2,Women,Flipkart,899,10,1,5,3,1,1,0,1
19747,"Dwane Wn's IDP Walking Shoes For Women  (Blue, Red)",4.3,Women,Flipkart,3999,2736,308,1543,733,259,78,123,1
9628,Men's Traditional Natural Leather Juttis Jutis For Men  (Brown),,,Flipkart,999,133,18,63,22,16,16,,0
9675,Climber Boots For Men  (Black),4,Men,Flipkart,999,60107,7501,33445,9311,6841,3551,6959,1
17545,Puma Vega Ballet SL Bellies For Women  (Black),3.9,Women,Flipkart,2999,1018,123,535,204,99,50,130,1
8291,Bacca Bucci Men's Sneaker,3.6,Men,Amazon,999,690,297,17,7,14,23,38,1
19401,Boots For Men  (Black),4.3,Men,Flipkart,999,194,24,117,34,27,9,7,1
13727,Mojaris For Men  (Maroon),4,Men,Flipkart,499,984,121,545,153,109,56,121,0
13058,DRIFTIUM Running For Women  (Black),4.6,Women,Flipkart,5999,18,0,14,3,0,0,1,1
19002,Office Formal shoes Lace Up For Men  (Tan),4,Men,Flipkart,1299,90,16,46,19,10,6,9,1
13088,Flip Flops,4.1,Women,Flipkart,499,313,42,156,83,49,12,18,1
1443,ADISSAGE ESSENTIAL Flip Flops,4.3,Men,Flipkart,2499,241,25,156,43,17,3,22,1
12020,Women Black Sports Sandal,3.5,Women,Flipkart,1099,6,1,1,3,1,0,1,1
12796,Women Yellow Flats Sandal,4.5,Women,Flipkart,1499,70,5,41,21,5,2,0,1
20182,Boots For Women  (Black),4.3,Women,Flipkart,1999,3,1,2,0,1,0,0,0
6827,Women Red Flats Sandal,4.1,Women,Flipkart,799,267,30,136,68,31,14,16,1
19035,"Combo Pack Of 3 Casual Shoes Slip On Sneakers For Men  (Navy, Maroon, Blue)",3.9,Men,Flipkart,2999,818,109,416,149,111,59,83,1
11940,"Mesh Running Shoes, Sports Shoes For Men And Boys? Running Shoes For Men Canvas Shoes For Men Running Shoes For Men  (Grey)",3.6,Men,Flipkart,999,1636,153,803,179,176,166,312,1
15002,Light Weighted Trending and Stylish Comfortable shoe with Airmix sole for Sport/ Outdoors/ Casual/ sneakers/ Loafers/ Slip-on/ Walking/ Training Running Shoes For Men  (Multicolor),4.2,Men,Flipkart,1699,42,3,24,10,2,3,3,1
6017,Women Stylish Casual Sports Shoes Running Shoes For Women  (White),4,Women,Flipkart,999,371,56,193,76,48,18,36,0
20147,Women Beige Heels Sandal,4,Women,Flipkart,499,293,50,145,71,37,15,25,0
15860,Men Grey Sandal,3.7,Men,Flipkart,999,45,5,17,10,10,5,3,0
13023,STYLISH Sneakers For Men  (White),4,Men,Flipkart,999,1518,228,760,329,194,82,153,0
832,Green Men Home Slides|Boys Casual Chappals| Bathroom Footwear| Perfect Flipflops For Daily Wear| Walking Sleepers Slides,4.1,Men,Flipkart,510,1290,191,1194,339,110,73,63,1
14167,Bellies For Women  (Pink),3.3,Women,Flipkart,899,100,16,39,13,15,8,25,0
18755,Women Pink Bellies Sandal,4.1,Women,Flipkart,499,229,26,118,55,28,14,14,1
10881,Highland Boots For Men  (Brown),3.9,Men,Flipkart,2849,1186,152,597,241,144,70,134,1
8873,Slides,3.9,Men,Flipkart,999,11,1,5,3,0,3,0,0
8741,Bellies For Women  (Orange),4.1,Women,Flipkart,699,86,15,38,33,5,3,7,1
13187,REEBOK EASE TR Running Shoes For Men  (Grey),4.2,Men,Flipkart,4499,247,27,158,41,16,12,20,1
11239,ARYA - DIFFERENT EDGE Bellies For Women  (Navy),4.1,Women,Flipkart,4299,167,24,95,38,12,7,15,1
20825,Women Beige Heels Sandal,4,Women,Flipkart,699,11851,1886,5570,3027,1563,625,1066,1
17267,Go Walk Lite - Moonlight Casuals For Women  (Purple),4.3,Women,Flipkart,4999,380,41,254,66,24,11,25,1
543,Women Brown Wedges Sandal,4.1,Women,Flipkart,273,749,126,517,106,10,37,32,1
2779,Mojaris For Men  (Brown),5,Men,Flipkart,600,3,0,3,0,0,0,0,0
14440,Casuals For Men  (White),3.7,Men,Flipkart,999,1314,142,644,180,133,120,237,0
7094,CONCUESTER Running Shoes For Men  (Blue),4.3,Men,Flipkart,3599,240,38,145,65,11,7,12,1
15620,Grey Fur Pearl Sliders Slides,4.1,Women,Flipkart,499,17713,2433,9604,3714,2118,932,1344,1
15371,Slippers,3.7,Women,Flipkart,1497,45,10,17,15,4,1,8,1
8727,Women Black Heels Sandal,4.3,Women,Flipkart,999,924,162,557,212,77,20,55,1
9448,Women Walking Shoes Walking Shoes For Women  (Pink),4.5,Women,Flipkart,999,12,2,7,4,1,0,0,1
5241,Boots For Women  (Blue),4.3,Women,Flipkart,999,146,22,98,23,9,6,10,1
8323,Women Tan Wedges Sandal,3.4,Women,Flipkart,2290,30,2,8,8,7,1,6,1
2475,Double Soft Comfortable Grass Eva Rubber Healthy Slippers For Men's And Boy's Flip Flops,3.9,Men,Flipkart,799,17533,1703,9590,2258,1980,1262,2443,0
18424,Perfect Stylish Girls High Ankle Boots For Women  (Pink),4.2,Women,Flipkart,999,693,107,427,116,72,20,58,1
13217,Gala Running Shoes For Women  (White),4.2,Women,Flipkart,1699,3000,523,1675,724,324,116,161,1
8809,Casuals For Men  (Grey),3.6,Men,Flipkart,1500,241,31,108,39,36,14,44,0
1817,Casuals For Men  (Green),4.1,Men,Flipkart,999,3369,427,2050,521,318,156,324,1
19650,Women Pink Flats Sandal,4.2,Women,Flipkart,699,524,74,298,107,54,24,29,1
8922,Running Shoes For Men  (Black),3.6,Men,Flipkart,2399,11899,1530,5426,1811,1520,923,2219,0
18746,Ethnic Mule For Men  (Tan),3.6,Men,Flipkart,999,42,7,18,7,7,2,8,0
19202,Flip Flops,3.8,Women,Flipkart,700,959,133,450,182,134,93,100,0
2763,Casuals For Men  (Brown),4.8,Men,Flipkart,3999,9,2,7,2,0,0,0,1
20187,Flip Flops,4.1,Women,Flipkart,599,41,9,19,13,5,3,1,1
2472,Flip Flops,4,Women,Flipkart,699,4,1,3,0,2,0,0,0
11075,Puma Unisex's Smash V2 L Perf White WHI Leather Sneakers,4.4,Women,Amazon,3599,25,17,0,8,13,6,73,0
8790,Women Black Bellies Sandal,4.2,Women,Flipkart,999,213,37,114,58,17,11,13,0
16817,PRO-CAP-AW1017 Lace Up For Men  (Brown),4,Men,Flipkart,1499,2632,366,1223,708,345,127,229,1
13910,"Ultra Flex-Windsong Running Shoes For Women  (Black, Blue)",4.4,Women,Flipkart,5999,95,11,60,20,12,2,2,1
10934,Women Beige Bellies Bellies For Women  (Beige),3.9,Women,Flipkart,1199,111,20,60,17,12,6,16,0
5513,Sparx Men SM-192 Casual Shoes,4,Men,Amazon,1147,629,437,9,5,12,23,50,0
4177,Slippers,4,Women,Flipkart,699,95,6,48,24,13,4,9,1
17796,"Longwalk Women Latest Collection Sneakers Shoes | Casual Style | Trending Shoes for Girl's| Combo (Pack of 2) | Light Weight Breathable Walking, Gym, Yoga | Multi Colors",3.8,Women,Amazon,647,39,22,11,8,11,32,38,1
9462,"Women Gold, Red Wedges Sandal",4.9,Women,Flipkart,999,11,1,10,2,0,0,0,0
19698,Aerobic Dancing Shoes High Tops For Men  (Red),4,Men,Flipkart,799,1948,223,1179,250,159,122,238,0
11632,Bellies For Women  (Multicolor),4,Women,Flipkart,999,11,3,6,2,1,1,1,0
7410,Slippers,,Men,Flipkart,499,677,76,334,101,85,56,,1
19146,Women Red Heels Sandal,4,Women,Flipkart,1099,32,6,19,3,6,0,4,1
1819,"Walking Shoes For Men  (Grey, Black)",,Men,Flipkart,1299,5580,662,,998,704,372,,1
3973,"SM-300 Running Shoes For Men  (Navy, Green)",4.2,Men,Flipkart,849,17995,3165,9549,5150,1887,567,842,1
14450,Derby For Men  (Tan),4.3,Men,Flipkart,4999,3,0,2,0,1,0,0,0
3132,Women Flat partywear Jutti Bellies For Women  (Yellow),4.3,Women,Flipkart,699,21,4,15,2,0,3,1,0
12086,US Polo Association Men's Panal Sneakers,4.2,Men,Amazon,1799,27,13,9,6,6,12,66,1
20577,0,5,Men,Amazon,388,13,14,0,0,0,0,0,1
10321,"Women's/Ladies/Female/Girls Lightweight Comfortable, Casualwear Black High Ankle Length Lace-Up Boots Boots For Women Boots For Women  (Black)",4.4,Women,Flipkart,999,5,0,3,1,1,0,0,0
4221,Lace Up For Men  (Black),3.9,Men,Flipkart,1999,418,69,218,64,50,29,57,1
1436,Wired SlipOn Walking Shoes For Men  (Black),4.1,Men,Flipkart,2999,452,47,276,71,33,27,45,1
13598,Stylish Latest Design New Fashion Casual Sneakers For Women Casuals For Women  (Tan),4.2,Women,Flipkart,999,6278,944,3654,1219,645,276,484,1
8737,Jutis For Women  (Brown),3.9,Women,Flipkart,499,220,25,108,39,34,6,29,1
11798,Girls Canvas Heel Sneakers For Women  (Red),4,Women,Flipkart,649,14575,2331,7763,3041,1769,662,1342,1
13410,Synthetic Leather Casual Partywear New Stylish Boots Shoes For Women's And Girls Boots For Women  (Pink),4.2,Women,Flipkart,1399,1256,181,791,212,114,43,96,1
15713,BENASSI JDI Slides,4.2,Men,Flipkart,2495,3573,357,2137,735,272,99,330,1
9253,Awesome Jutis For Men  (Tan),4.2,Men,Flipkart,2990,13,1,5,7,0,0,1,1
20857,Bellies For Women  (Brown),3.7,Women,Flipkart,999,5120,710,2241,1071,738,401,669,1
20887,STONIC Running Shoes For Men  (Navy),4.2,Men,Flipkart,1499,4485,672,2622,1027,407,158,271,1
5213,Derby For Men  (Black),4.1,Men,Flipkart,799,441,63,221,131,48,14,27,0
6242,Women Grey Casual Sandal,3.9,Women,Flipkart,999,450,46,206,103,64,36,46,1
18859,CLAIRE (Collector's Edition) Running Shoes For Women  (Maroon),4.4,,Flipkart,1299,2664,450,1687,662,176,53,,1
10241,7010 Boots For Women  (Blue),4.3,Women,Flipkart,3999,45,7,23,16,4,2,0,0
385,Bellies For Women  (Multicolor),4.1,Women,Flipkart,2174,71,12,44,8,8,4,6,1
16985,"COMBO-(2)-RWT Sneakers For Men  (White, Red)",3.8,Men,Flipkart,998,1714,188,927,198,191,116,282,0
917,"SL-154 Walking Shoes For Women  (Grey, Pink)",4.2,Women,Flipkart,860,362,35,220,116,10,11,17,0
8374,Derby For Men  (Tan),4.1,Men,Flipkart,4995,2852,393,1442,814,288,114,194,1
3758,Flip Flops,3.9,Men,Flipkart,999,146,24,73,24,24,10,15,0
460,Women Multicolor Flats Sandal,3.7,Women,Flipkart,741,3823,496,2053,912,425,309,416,1
6502,Women Pink Heels Sandal,4,Women,Flipkart,799,6772,986,3532,1475,843,367,555,0
711,Women Brown Flats Sandal,3.7,Women,Flipkart,400,402,54,134,132,73,25,23,1
14907,Lace Up For Men  (Tan),4.2,Men,Flipkart,999,110,14,63,26,7,6,8,0
7698,"Easywalk-08 Running shoes for boys |sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight white shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men  (White, White)",4.1,Men,Flipkart,999,3936,564,2219,803,411,155,348,1
2344,Jutis For Women  (Black),4.3,Women,Flipkart,499,6,1,3,2,1,0,0,0
4888,"White Lace Up All Day Sports Shoes For Mens And Boys Running Shoes For Men  (White, White)",3.9,Men,Flipkart,999,4226,570,2168,742,522,258,536,0
12334,Running Shoes For Men  (Grey),3.6,Men,Flipkart,999,855,123,386,129,110,69,161,0
7555,Women Blue Sports Sandal,4.6,Women,Flipkart,1020,19,5,14,2,3,0,0,1
9723,"88 Running Shoes For Women  (Purple, Pink)",,Women,Flipkart,999,5661,831,3027,1732,533,151,,1
4728,Combo Pack of 2 Latest Collection Stylish Loafers Sneakers Shoes For Women Sneakers For Women  (Multicolor),3.9,Women,Flipkart,998,71,11,32,18,11,4,6,1
11478,778 Loafers For Women  (Blue),3.6,Women,Flipkart,499,574,80,220,127,93,52,82,1
2562,SL-138 Casuals For Women  (White),4.1,Women,Flipkart,625,368,68,201,79,51,11,26,1
19752,"Latest Collection, Comfortable & Fashionable Bellies for Women's and Girl's Pack of 1 Bellies For Women  (Blue)",3.8,Women,Flipkart,499,128,15,63,22,16,6,21,0
6227,Women Pink Flats Sandal,4,Women,Flipkart,499,985,112,474,239,126,64,81,1
3262,Running Shoes For Men  (Black),3.4,Men,Flipkart,999,176,20,0,0,0,0,0,0
13162,Men Brown Sandal,4.2,Men,Flipkart,399,968,138,506,267,106,37,52,1
10623,Boots For Women  (Tan),4.4,Women,Flipkart,3699,143,25,87,38,11,2,5,1
11099,"Men Grey, Beige Sports Sandal",3.9,Men,Flipkart,999,1972,254,969,394,256,149,204,1
1504,Synthetic Leather Casual Partywear New Design Boots For Women  (Pink),4.2,Women,Flipkart,999,2221,392,1333,403,231,97,157,1
9554,Women Red Sandal,3.9,Women,Flipkart,499,496,58,265,82,54,33,62,0
18752,"Jutis For Women  (Gold, Blue)",4.2,Women,Flipkart,499,28,4,18,4,3,0,3,0
8716,Flip Flops,4.2,Men,Flipkart,899,54,7,29,15,5,2,3,1
17441,"Men Black, Blue Casual Sandal",4,Men,Flipkart,999,14833,1945,7955,2968,1850,755,1305,0
10077,"Sneakers For Men  (Brown, Blue)",3.9,Men,Flipkart,1299,5696,728,2407,1714,770,290,515,1
1316,Women Gold Wedges Sandal,4,Women,Flipkart,999,2193,312,1036,591,286,110,170,1
7356,Casual Kiltie Tassled Loafers For Men  (Black),3.8,Men,Flipkart,999,4364,488,2191,701,513,307,652,1
9513,Designer Attractive Bellies for Womens Girls Jutis For Women  (Multicolor),4.1,Women,Flipkart,599,98,16,57,19,8,6,8,0
4638,Perfect Stylish Girls Casual Shoes Sneakers For Women  (Red),4,Women,Flipkart,499,5371,808,2759,1104,696,311,515,1
4390,Lace Up For Men  (Black),3.5,Men,Flipkart,3899,19,2,6,4,5,1,3,1
3781,BRUCE_SLIP ON Slip On For Men  (Black),4.1,Men,Flipkart,2999,1134,108,564,350,109,41,70,1
10628,Men Black Sandal,4,Men,Flipkart,900,15075,1982,7639,3226,1983,807,1420,1
4864,"Men Black, Red Sandal",4.2,Men,Flipkart,1000,30,1,17,7,3,1,2,0
1908,For Women  (Black),4.1,Women,Flipkart,449,97,12,50,22,12,7,6,0
10509,For Women  (Black),4.1,Women,Flipkart,449,97,12,50,22,12,7,6,0
8025,Ankle Length & High Ankle Length Boots For Women  (Tan),4,Women,Flipkart,999,240,31,126,50,31,13,20,0
5015,Casuals For Men  (Grey),4.1,Men,Flipkart,999,4669,657,2509,1083,544,200,333,1
10236,Women Tan Flats Sandal,4.1,Women,Flipkart,999,1035,141,596,194,113,40,92,1
10769,Slip On Sneakers For Men  (Grey),3.9,Men,Flipkart,999,9455,1360,4664,1945,1284,584,978,1
6275,Men Navy Casual Sandal,4.2,Men,Flipkart,699,230,35,116,64,34,6,10,0
20213,Women Beige Sports Sandal,4.3,Women,Flipkart,3795,280,29,157,77,22,12,12,1
15086,Women Pink Heels Sandal,4.1,Women,Flipkart,799,78,11,42,14,12,4,6,0
14027,Good Quality High Heels Boots More Comfortable And Light Weight Boots Casuals For Women Boots For Women  (White),4.3,,Flipkart,999,8,3,4,3,0,1,0,1
4896,Flip Flops,4.2,Men,Flipkart,449,99,9,58,19,11,6,5,0
11392,Fitze 407 Running Shoes For Men  (Multicolor),4,Men,Flipkart,2299,14983,1991,7795,3077,1847,803,1461,0
16256,Women Navy Flats Sandal,4.1,Women,Flipkart,999,1411,192,725,378,147,68,93,0
13340,"Men's White Printed Fabric wedding & Sherwani jutti Mojaris For Men  (Gold, Beige)",4.2,Men,Flipkart,999,69,8,43,11,5,3,7,0
2326,Boots For Women  (Tan),2.3,Women,Flipkart,7099,3,0,1,0,0,0,2,0
14127,Slippers,4,Women,Flipkart,499,809,101,401,199,97,45,70,1
1594,Doctor Extra Soft Flat Ortho Care Diabetic Orthopaedic Comfort Dr Slippers and Flipflops For Women's and Girl's Flip Flops Slippers,4.2,Women,Flipkart,499,466,59,258,122,47,24,20,0
7467,SFG-515 Slippers,4.1,Men,Flipkart,299,10761,1428,5992,2398,1132,459,780,1
13461,FIT SANA 4 Running Shoe For Women  (Black),4.1,Women,Flipkart,4999,101,9,52,28,8,5,8,1
3345,Flip Flops,4,Men,Flipkart,799,33,2,17,7,4,2,3,0
18693,Women Blue Heels Sandal,3.7,Women,Flipkart,499,89,12,43,11,10,14,11,0
3305,Walking Shoes For Women  (Grey),4,Women,Flipkart,999,532,78,259,136,59,38,37,1
13503,Women Copper Wedges Sandal,3.9,Women,Flipkart,999,71,8,36,11,14,3,7,1
989,Jutis For Women  (Blue),4,Women,Flipkart,616,2663,366,2472,763,173,136,140,0
6988,Casuals For Women  (Blue),3.6,Women,Flipkart,1299,304,26,134,45,51,23,51,0
4217,Womens Ethnic Sky Blue Fabric Boots Casuals For Women  (Blue),4,Women,Flipkart,499,93,11,51,19,6,8,9,0
3352,Slippers,4.5,Women,Flipkart,1199,106,19,70,25,5,0,3,1
16751,Welcome Pure Women'S Leather Sliper Blue Uk-6 Slippers,4.1,Women,Flipkart,499,3067,470,1591,695,387,135,259,1
16463,708 Belly Bellies For Women  (Brown),4,Women,Flipkart,699,332,33,164,76,46,20,28,1
20749,Women Multicolor Flats Sandal,3.9,Women,Flipkart,799,69,7,34,11,11,7,6,1
7766,Flip Flops,3.9,Men,Flipkart,499,505,65,270,75,59,42,59,1
10000,"Women's/Ladies/Female/Girls Lightweight Comfortable, Casualwear Black High Ankle Length Lace-Up Boots Boots For Women Boots For Women  (Black)",4.4,Women,Flipkart,999,5,2,3,1,1,0,0,0
4772,NRGY Resurge Running Shoes For Women  (Black),4.2,Women,Flipkart,3999,721,106,400,187,60,32,42,1
11944,Mojari For Men Jutis For Men  (Maroon),3.2,Men,Flipkart,999,75,8,21,16,12,8,18,0
2774,"Bxxy Men's Faux Leather Jutti's, Nagra's and Mojari's Jutis For Men  (Beige)",3.9,Men,Flipkart,999,238,27,123,40,32,18,25,1
118,Women Khaki Heels Sandal,4.2,Women,Flipkart,1180,557,76,47,177,70,26,21,1
662,Awesome Derby For Men  (Black),,,Flipkart,2623,4,0,3,4,3,3,2,0
16055,Perfect Stylish Girls Casual Shoes Sneakers For Women  (Black),4,Women,Flipkart,499,5379,822,2753,1102,694,306,516,1
11867,Women Blue Wedges Sandal,4.2,Women,Flipkart,1199,1678,259,908,412,215,69,74,1
20327,Combo Pack of 4 Casual Shoes Sneakers For Men  (Multicolor),3.8,Men,Flipkart,1999,531,69,264,92,73,29,73,1
9313,Ontario IDP Sneakers For Men  (Blue),4,Men,Flipkart,2999,1565,188,796,361,154,79,175,1
17918,Women Copper Heels Sandal,4,Women,Flipkart,999,265,30,148,48,33,6,30,1
20227,Women Black Wedges Sandal,4.2,Women,Flipkart,279,3049,487,1747,679,348,114,161,1
4165,Women Orange Bellies Bellies For Women  (Orange),3.9,Women,Flipkart,1199,312,34,161,51,38,24,38,0
13353,Running Shoes For Men  (Red),3.8,Men,Flipkart,999,7390,953,3831,1136,828,526,1069,0
4945,Formal Oxford For Men  (Brown),4.1,Men,Flipkart,3495,1904,232,953,533,211,77,130,0
12518,Women Red Flats Sandal,4,Women,Flipkart,899,3309,457,1751,690,419,171,278,1
699,Sneakers For Women  (Red),3.9,Women,Flipkart,262,627,107,410,280,112,50,53,1
16474,Slippers,4.4,Women,Flipkart,999,100,20,59,25,12,4,0,1
17031,Slides,,Men,Flipkart,1497,88,3,40,15,15,6,,1
13175,Casuals For Women  (Yellow),4.3,Women,Flipkart,999,152,26,102,24,8,8,10,0
17641,Women Off White Wedges Sandal,4.2,Women,Flipkart,999,136,22,75,34,13,5,9,1
344,Nagra Shoes From Bigboon Mocassin For Men  (Brown),3.9,Men,Flipkart,1676,23,5,17,5,4,1,4,0
4054,Jutis Slip On For Women  (Red),4,Women,Flipkart,799,3,0,2,0,0,1,0,0
15015,Women Black Heels Sandal,4.3,Women,Flipkart,999,921,159,557,212,77,20,55,1
18992,Women Black Flats Sandal,4,Women,Flipkart,499,2188,340,1086,474,307,110,211,1
13743,Combo Pack of 2 Latest Collection Stylish casual Sports Running Shoes For Men  (Multicolor),,Men,Flipkart,998,1855,230,884,276,223,161,311,1
3181,"Red Running shoes for boys | sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight white shoes for running, walking, gym, trekking, hiking & party Running Shoes Lace Up For Men  (Red) Running Shoes For Men  (Red)",4,Men,Flipkart,1599,871,103,492,126,115,49,89,0
17434,Men Brown Sandal,4.1,Men,Flipkart,999,24,1,15,1,5,1,2,1
14537,Women Yellow Bellies Sandal,4.2,Women,Flipkart,999,1209,180,651,320,127,56,55,1
18353,Slip On For Men  (Black),3.9,Men,Flipkart,999,375,51,195,55,56,28,41,0
7347,Women Beige Wedges Sandal,4.1,Women,Flipkart,1199,210,34,111,50,29,12,11,1
8817,DRAGON LADIES Running Shoes For Women  (Grey),4.1,Women,Flipkart,1699,366,34,196,83,36,18,33,1
2355,Erdiga 3 M Running Shoes For Men  (Navy),4.1,Men,Flipkart,4299,1903,209,1032,450,186,60,175,1
18247,Fila Men's Topline Sneakers,4,Men,Amazon,1784,73,25,9,7,13,18,53,1
3807,Slippers,3.8,Women,Flipkart,799,112,14,53,23,10,11,16,0
12235,Corporate Casuals For Men  (Black),4,Men,Flipkart,999,2224,330,1201,423,254,129,217,1
19668,Jutis For Men  (White),3.9,Men,Flipkart,999,459,56,224,91,66,31,47,0
7682,Women Gold Heels Sandal,3.3,Women,Flipkart,650,117,11,40,16,21,16,24,0
13171,Men Black Clogs Sandal,4.2,Men,Flipkart,2995,12390,1098,6891,3100,1035,429,935,1
2583,"Women SL-126 Grey Pink Walking Shoes For Women  (Pink, Grey)",4.2,Women,Flipkart,949,3223,472,1738,875,324,107,179,1
19137,Derby For Men  (Black),4.4,Men,Flipkart,7999,5,0,4,0,0,1,0,0
19086,Urban Graphicster Wn s IDP Sneakers For Women  (Black),4.5,Women,Flipkart,2999,13,1,8,4,1,0,0,1
4356,Bellies For Women  (Tan),4,Women,Flipkart,599,85,10,46,19,7,3,10,1
19794,Women Black Flats Sandal,4.1,Women,Flipkart,999,377,50,177,107,53,16,22,1
18531,Jutis For Women  (Multicolor),4.1,Women,Flipkart,599,903,134,510,182,91,51,69,0
12861,Casuals For Men  (Brown),4.2,Men,Flipkart,6299,689,93,401,156,61,26,45,0
15825,Derby For Men  (Tan),4,Men,Flipkart,999,15,3,8,3,2,0,2,0
19349,"Women SL-124 Navy Blue Pink Running Shoes For Women  (Navy, Pink)",4.3,Women,Flipkart,999,17117,2296,9662,5025,1421,366,643,1
16413,Jaipuri Women's Traditional Slip-On Kolhapuris Kolhapuris For Women  (Orange),4.7,Women,Flipkart,999,28,5,24,1,2,0,1,0
9822,Women Grey Flats Sandal,4.1,Women,Flipkart,999,38,5,17,11,8,0,2,1
10954,Bellies For Women  (Black),4,Women,Flipkart,999,596,72,259,186,79,31,41,1
6539,Force Knit IDP Running Shoes For Men  (Black),4.6,Men,Flipkart,4799,51,4,40,8,1,0,2,1
17725,Magnet Strap Mesh Shoe Walking Shoes For Men  (Black),3.7,Men,Flipkart,1499,1998,230,915,309,290,163,321,0
20048,Women Beige Flats Sandal,3.6,Women,Flipkart,899,21,1,10,2,3,2,3,1
1973,Sneakers For Men  (Navy),4,Men,Flipkart,999,283,45,161,45,29,19,29,1
349,Women Black Heels Sandal,4.2,Women,Flipkart,2156,20,1,13,5,1,1,6,1
15428,Bellies For Women  (Brown),4,Women,Flipkart,499,36,4,20,5,5,3,3,1
9066,Women Black Heels Sandal,4.1,Women,Flipkart,999,59,7,34,7,10,4,4,0
16192,Women Red Wedges Sandal,4.1,Women,Flipkart,999,945,101,536,167,116,52,74,1
7598,Men's Formal Lace Up Shoe Lace Up For Men  (Black),4.2,Men,Flipkart,699,691,90,393,152,74,24,48,0
9825,Jutis For Women  (Black),4.3,Women,Flipkart,499,105,21,67,16,11,4,7,0
13616,Boots For Women  (Black),5,Women,Flipkart,5495,1,1,1,0,0,0,0,0
1667,Girls Stylish Cut Work Design Sneakers For Women  (White),4,Women,Flipkart,499,1580,216,788,342,227,91,132,1
16648,Jutis For Men  (Black),4.3,Men,Flipkart,599,13,1,10,1,0,0,2,0
8987,Sneakers For Men  (Multicolor),3.9,Men,Flipkart,999,941,150,506,148,112,51,124,1
18064,"Casual Loafers, Sneakers Shoes for Woman Pack of 2 Combo(O)-1044-1253 Sneakers For Women  (Multicolor)",3.8,Women,Flipkart,998,280,40,141,46,32,20,41,1
15540,Jutis For Women  (Navy),4,Women,Flipkart,499,61,4,34,8,9,4,6,0
7435,Women Maroon Wedges Sandal,4,Women,Flipkart,325,1275,146,675,251,175,74,103,0
7895,Combo Pack of 3 Latest Collection Stylish casual sports running shoes Running Shoes For Men  (Multicolor),3.6,Men,Flipkart,1497,746,99,330,109,101,71,135,1
20622,Women Beige Heels Sandal,4,Women,Flipkart,799,2795,380,1362,672,390,154,219,0
3457,Women Black Wedges Sandal,3.9,Women,Flipkart,799,451,72,215,99,62,29,46,1
4609,Men Tan Casual Sandal,4.2,Men,Flipkart,699,44280,6231,23805,11464,4694,1610,2707,1
10854,Slippers,3.7,Men,Flipkart,499,336,48,160,46,49,30,51,0
15484,Women Black Wedges Sandal,4.3,Women,Flipkart,4499,47,7,27,11,6,2,1,1
2227,Women Black Wedges Sandal,4.2,Women,Flipkart,279,3047,480,1745,679,348,114,161,1
7733,Women Navy Flats Sandal,3.8,Women,Flipkart,899,33,6,15,7,6,1,4,1
14178,Shoes For Women Boots For Women  (Blue),4.3,Women,Flipkart,999,76,20,46,16,9,1,4,0
613,Men Black Sandal,4.2,Men,Flipkart,861,9548,1407,2600,3238,983,5,377,1
16096,Women Maroon Flats Sandal,4,Women,Flipkart,1199,397,44,188,106,49,22,32,1
3907,Slippers,4.1,Men,Flipkart,449,9687,1141,5275,2221,1022,423,746,0
13552,Women Pink Bellies Sandal,3.8,Women,Flipkart,499,194,41,83,46,29,14,22,0
475,Women Black Heels Sandal,3.4,Women,Flipkart,1006,18,2,5,5,4,3,2,0
1889,"Men Brown, Tan Sandal",3.8,Men,Flipkart,1497,4817,691,2258,906,788,353,512,0
729,"Men Brown, Beige Sandal",4.2,Men,Flipkart,931,465,56,203,30,48,23,10,1
15448,Flip Flops,3.7,Women,Flipkart,499,646,88,293,123,90,52,88,0
1765,Loop X IDP Running Shoes For Men  (Blue),4.6,Men,Flipkart,2999,63,9,50,8,1,0,4,1
606,"88 Running Shoes For Women  (Purple, Pink)",4.3,Women,Flipkart,1070,5646,828,2865,2082,162,160,141,1
6168,EQUALIZER 4.0 - GENERATION Running Shoes For Men  (Black),4.5,Men,Flipkart,4999,87,13,60,19,4,1,3,1
1107,Smart Casuals Canvas Shoes Combo pack of 2 Sneakers For Men  (Multicolor),4,Men,Flipkart,998,7275,1015,3807,1360,957,438,713,1
